A,G,GP,PIM,Pts,draft_num,draft_team,draft_year,junior_team,name,pos,round_num
0,0,0,0,0,139,Philadelphia,2016,Vaxjo Jrs (Sweden),Linus Hogberg,D,5
0,0,0,0,0,140,Vancouver,2016,Hamilton Bulldogs [OHL],Cole Candella,D,5
0,0,4,0,0,141,NY Rangers,2016,Soo Greyhounds [OHL],Tim Gettinger,L,5
0,0,0,0,0,142,Los Angeles,2016,St. Cloud State [NCHC],Mikey Eyssimont,F,5
0,0,0,0,0,143,Chicago,2016,Rogle Jrs (Sweden),Mathias From,L,5
0,0,0,0,0,144,St. Louis,2016,Red Deer Rebels [WHL],Conner Bleackley,C,5
0,0,0,0,0,145,Washington,2016,Calgary Hitmen [WHL],Beck Malenstyn,L,5
0,0,0,0,0,146,Dallas,2016,Flint Firebirds [OHL],Nicholas Caamano,R,5
0,0,0,0,0,147,Washington,2016,Djurgarden Jrs (Sweden),Axel Jonsson-Fjallby,L,5
0,0,0,0,0,148,Tampa Bay,2016,Niagara IceDogs [OHL],Christopher Paquette,C,5
0,0,0,0,0,149,Edmonton,2016,U.S. National Development Team [USHL],Graham McPhee,L,5
0,0,0,0,0,150,San Jose,2016,Moncton Wildcats [QMJHL],Manuel Wiederer,R,5
0,0,0,0,0,151,Pittsburgh,2016,Jokerit Jrs (Finland),Niclas Almari,D,5
0,0,0,0,0,152,Toronto,2016,Victoria Royals [WHL],Jack Walker,L,6
0,0,0,0,0,153,Edmonton,2016,Tappara Jrs (Finland),Aapeli Rasanen,C,6
0,0,0,0,0,154,Vancouver,2016,Calgary Hitmen [WHL],Jakob Stukel,L,6
0,0,0,0,0,155,Columbus,2016,Aberdeen Wings [NAHL],Peter Thome,G,6
0,0,0,0,0,156,Calgary,2016,HPK Jrs (Finland),Eetu Tuulola,R,6
0,0,0,0,0,157,Winnipeg,2016,Russia U-18 Team,Mikhail Berdin,G,6
0,0,0,0,0,158,Arizona,2016,Oakville Blades [OJHL],Patrick Kudla,D,6
0,0,0,0,0,159,Buffalo,2016,Red Deer Rebels [WHL],Brandon Hagel,L,6
0,0,0,0,0,160,Montreal,2016,Sudbury Wolves [OHL],Michael Pezzetta,C,6
0,0,0,0,0,161,Colorado,2016,Culver Academy (H.S.),Nathan Clurman,D,6
47,21,125,24,68,162,New Jersey,2016,AIK [Swe-1],Jesper Bratt,L,6
0,0,0,0,0,163,Ottawa,2016,TPS Jrs (Finland),Markus Nurmi,R,6
0,0,0,0,0,164,Carolina,2016,Guelph Storm [OHL],Noah Carroll,D,6
0,0,0,0,0,165,Boston,2016,Farjestad Jrs (Sweden),Oskar Steen,C,6
0,0,0,0,0,166,Calgary,2016,Victoria Royals [WHL],Matthew Phillips,C,6
0,0,0,0,0,167,Detroit,2016,Djurgarden Jrs (Sweden),Filip Larsson,G,6
0,0,0,0,0,168,Nashville,2016,SKA Jrs (Russia),Konstantin Volkov,G,6
0,0,0,0,0,169,Philadelphia,2016,Lincoln Stars [USHL],Tanner Laczynski,C,6
0,0,0,0,0,170,NY Islanders,2016,Muskegon Lumberjacks [USHL],Collin Adams,L,6
0,0,0,0,0,171,NY Rangers,2016,Rouyn-Noranda Huskies [QMJHL],Gabriel Fontaine,C,6
0,0,0,0,0,172,Philadelphia,2016,Sarnia Sting [OHL],Anthony Salinitri,L,6
0,1,4,0,1,173,Chicago,2016,U. of Denver [NCHC],Blake Hillman,D,6
0,0,0,0,0,174,NY Rangers,2016,Leamington (GOJHL),Tyler Wall,G,6
1,3,33,12,4,175,Florida,2016,CSKA Moscow [KHL],Maxim Mamin,C,6
0,0,0,0,0,176,Dallas,2016,MODO Jrs (Sweden),Jakob Stenqvist,D,6
0,0,0,0,0,177,Washington,2016,Quinnipiac University [ECAC],Chase Priskie,D,6
0,0,0,0,0,178,Tampa Bay,2016,Yaroslavl Jrs (Russia),Oleg Sosunov,D,6
0,0,0,0,0,179,Toronto,2016,London Knights [OHL],Nicolas Mattinen,D,6
0,0,0,0,0,180,San Jose,2016,North Bay Battalion [OHL],Mark Shoemaker,D,6
0,0,0,0,0,181,Pittsburgh,2016,U. of Connecticut [H-East],Joe Masonius,D,6
0,0,0,0,0,182,Toronto,2016,MVD Jrs (Russia),Nikolai Chebykin,L,7
0,0,0,0,0,183,Edmonton,2016,Providence College [H-East],Vincent Desharnais,D,7
0,0,0,0,0,184,Vancouver,2016,Portland Winterhawks [WHL],Rodrigo Abols,C,7
0,0,0,0,0,185,Columbus,2016,Kelowna Rockets [WHL],Calvin Thurkauf,C,7
0,0,0,0,0,186,Calgary,2016,Ottawa 67's [OHL],Stepan Falkovsky,D,7
0,0,0,0,0,187,Montreal,2016,AIK Jrs (Sweden),Arvid Henrikson,D,7
0,0,0,0,0,188,Arizona,2016,Portage Terriers [MJHL],Dean Stewart,D,7
0,0,0,0,0,189,Buffalo,2016,Mississauga Steelheads [OHL],Austin Osmanski,D,7
0,0,0,0,0,190,Buffalo,2016,SKA Jrs (Russia),Vasili Glotov,C,7
0,0,0,0,0,191,Colorado,2016,Ottawa 67's [OHL],Travis Barron,L,7
0,0,0,0,0,192,New Jersey,2016,Bloomington Thunder [USHL],Jeremy Davies,D,7
0,0,0,0,0,193,NY Islanders,2016,U.S. National Development Team [USHL],Nick Pastujov,L,7
0,0,0,0,0,194,Vancouver,2016,North Bay Battalion [OHL],Brett McKenzie,C,7
0,0,0,0,0,195,Florida,2016,Kimball Union (H.S.),Benjamin Finkelstein,D,7
0,0,0,0,0,196,Minnesota,2016,Sudbury Wolves [OHL],Dmitry Sokolov,R,7
0,0,0,0,0,197,Detroit,2016,Malmo Jrs (Sweden),Mattias Elfstrom,L,7
0,0,0,0,0,198,Nashville,2016,Bowling Green State University [WCHA],Adam Smith,D,7
0,0,0,0,0,199,Philadelphia,2016,Djurgarden Jrs (Sweden),David Bernhardt,D,7
0,0,0,0,0,200,NY Islanders,2016,Medicine Hat Tigers [WHL],David Quenneville,D,7
0,0,0,0,0,201,NY Rangers,2016,Vancouver Giants [WHL],Ty Ronning,R,7
0,0,0,0,0,202,Los Angeles,2016,Owen Sound Attack [OHL],Jacob Friend,D,7
0,0,0,0,0,203,Chicago,2016,Waterloo Black Hawks [USHL],Jake Ryczek,D,7
0,0,0,0,0,204,Minnesota,2016,Kelowna Rockets [WHL],Brayden Chizen,D,7
0,0,0,0,0,205,Anaheim,2016,Victoria Royals [WHL],Tyler Soy,C,7
0,0,0,0,0,206,Tampa Bay,2016,Halifax Mooseheads [QMJHL],Otto Somppi,C,7
0,0,0,0,0,207,Washington,2016,Wilkes-Barre/Scranton Knights [NAHL],Dmitriy Zaitsev,D,7
0,0,0,0,0,208,Tampa Bay,2016,Waterloo Black Hawks [USHL],Ryan Lohin,C,7
0,0,0,0,0,209,St. Louis,2016,Rodovre Mighty Bulls [Denmark],Nikolaj Krag-Christensen,L,7
0,0,0,0,0,210,San Jose,2016,Malmo Jrs. (Sweden),Joachim Blichfeld,L,7
0,0,0,0,0,211,St. Louis,2016,Litvinov Jrs (Czech Rep.),Filip Helt,L,7
244,128,287,90,372,1,Edmonton,2015,Erie Otters [OHL],Connor McDavid,C,1
158,101,286,102,259,2,Buffalo,2015,Boston University [H-East],Jack Eichel,C,1
43,24,106,28,67,3,Arizona,2015,Erie Otters [OHL],Dylan Strome,C,1
157,67,241,86,224,4,Toronto,2015,London Knights [OHL],Mitch Marner,R,1
93,23,319,81,116,5,Carolina,2015,Boston College [H-East],Noah Hanifin,D,1
47,29,201,64,76,6,New Jersey,2015,Sarnia Sting [OHL],Pavel Zacha,C,1
67,30,246,86,97,7,Philadelphia,2015,Brandon Wheat Kings [WHL],Ivan Provorov,D,1
90,38,237,48,128,8,Columbus,2015,U. of Michigan [Big-10],Zach Werenski,D,1
54,54,193,116,108,9,San Jose,2015,Halifax Mooseheads [QMJHL],Timo Meier,R,1
129,80,239,112,209,10,Colorado,2015,TPS Turku [SM-liiga],Mikko Rantanen,R,1
21,17,164,122,38,11,Florida,2015,Kingston Frontenacs [OHL],Lawson Crouse,L,1
3,1,22,0,4,12,Dallas,2015,Tolyatti (Russia Jrs.),Denis Gurianov,R,1
0,0,2,0,0,13,Boston,2015,Saint John Sea Dogs [QMJHL],Jakub Zboril,D,1
42,43,138,37,85,14,Boston,2015,Swift Current Broncos [WHL],Jake DeBrusk,L,1
0,1,2,0,1,15,Boston,2015,Soo Greyhounds [OHL],Zachary Senyshyn,R,1
107,40,166,82,147,16,NY Islanders,2015,Seattle Thunderbirds [WHL],Mathew Barzal,C,1
61,67,178,38,128,17,Winnipeg,2015,Youngstown Phantoms [USHL],Kyle Connor,L,1
57,23,134,46,80,18,Ottawa,2015,Saint John Sea Dogs [QMJHL],Thomas Chabot,D,1
2,2,16,8,4,19,Detroit,2015,Cape Breton Screaming Eagles [QMJHL],Evgeny Svechnikov,R,1
21,16,148,46,37,20,Minnesota,2015,Farjestads BK Karlstad [SweHL],Joel Eriksson Ek,C,1
31,16,94,32,47,21,Ottawa,2015,U.S. National Development Team [USHL],Colin White,C,1
0,0,0,0,0,22,Washington,2015,Magnitogorsk-2 (Russia Jrs.),Ilya Samsonov,G,1
57,59,140,38,116,23,Vancouver,2015,Waterloo Black Hawks [USHL],Brock Boeser,R,1
65,59,233,135,124,24,Philadelphia,2015,Ottawa 67's [OHL],Travis Konecny,R,1
24,14,109,6,38,25,Winnipeg,2015,U.S. National Development Team [USHL],Jack Roslovic,C,1
6,2,44,10,8,26,Montreal,2015,Everett Silvertips [WHL],Noah Juulsen,D,1
5,0,53,18,5,27,Anaheim,2015,Frolunda Jrs. (Sweden),Jacob Larsson,D,1
40,48,218,34,88,28,NY Islanders,2015,Shawinigan Cataractes [QMJHL],Anthony Beauvillier,L,1
3,0,17,6,3,29,Columbus,2015,Linkopings Jrs. (Sweden),Gabriel Carlsson,D,1
0,0,1,2,0,30,Arizona,2015,Kelowna Rockets [WHL],Nick Merkley,R,1
0,0,0,0,0,31,San Jose,2015,Sherbrooke Phoenix [QMJHL],Jeremy Roy,D,2
25,29,157,41,54,32,Arizona,2015,U.S. National Development Team [USHL],Christian Fischer,R,2
0,0,0,0,0,33,Tampa Bay,2015,Saginaw Spirit [OHL],Mitchell Stephens,C,2
25,5,101,30,30,34,Toronto,2015,Erie Otters [OHL],Travis Dermott,D,2
114,83,242,76,197,35,Carolina,2015,Karpat [SM-liiga],Sebastian Aho,C,2
0,0,0,0,0,36,Ottawa,2015,Victoriaville Tigres [QMJHL],Gabriel Gagne,R,2
24,8,230,151,32,37,Boston,2015,Tri-City Americans [WHL],Brandon Carlo,D,2
0,0,0,0,0,38,Columbus,2015,Portland Winterhawks [WHL],Paul Bittner,L,2
5,1,37,47,6,39,Colorado,2015,Boston University [H-East],A.J. Greer,L,2
0,0,0,0,0,40,Colorado,2015,Baie-Comeau Drakkar [QMJHL],Nicolas Meloche,D,2
0,0,0,0,0,41,NY Rangers,2015,Seattle Thunderbirds [WHL],Ryan Gropp,L,2
0,0,23,0,0,42,New Jersey,2015,Barrie Colts [OHL],Mackenzie Blackwood,G,2
11,5,58,58,16,43,Los Angeles,2015,Kosice HC [Slovak],Erik Cernak,D,2
0,0,0,0,0,44,Tampa Bay,2015,Peterborough Petes [OHL],Matthew Spencer,D,2
6,3,29,2,9,45,Boston,2015,Omaha Lancers [USHL],Jakob Forsbacka-Karlsson,C,2
10,18,89,10,28,46,Pittsburgh,2015,Charlottetown Islanders [QMJHL],Daniel Sprong,R,2
0,0,0,0,0,47,Winnipeg,2015,Prince George Cougars [WHL],Jansen Harkins,L,2
3,2,25,8,5,48,Ottawa,2015,Charlottetown Islanders [QMJHL],Filip Chlapik,C,2
13,9,58,24,22,49,Dallas,2015,Ilves Tampere [SM-liiga],Roope Hintz,L,2
13,12,87,29,25,50,Minnesota,2015,U.S. National Development Team [USHL],Jordan Greenway,L,2
6,0,29,14,6,51,Buffalo,2015,Prince Albert Raiders [WHL],Brendan Guhle,D,2
0,1,16,2,1,52,Boston,2015,Rouyn-Noranda Huskies [QMJHL],Jeremy Lauzon,D,2
17,2,90,27,19,53,Calgary,2015,Barrie Colts [OHL],Rasmus Andersson,D,2
0,0,0,0,0,54,Chicago,2015,Niagara IceDogs [OHL],Graham Knott,C,2
0,0,0,0,0,55,Nashville,2015,Gatineau Olympiques [QMJHL],Yakov Trenin,C,2
42,17,153,65,59,56,St. Louis,2015,Niagara IceDogs [OHL],Vince Dunn,D,2
4,0,26,10,4,57,Washington,2015,Zurich SC [Swiss-A],Jonas Siegenthaler,D,2
0,0,4,4,0,58,Columbus,2015,HV71 Jrs (Sweden),Kevin Stenlund,C,2
0,0,0,0,0,59,Anaheim,2015,Jyp Jrs (Finland),Julius Nattinen,C,2
5,3,39,10,8,60,Calgary,2015,Farjestads BK Karlstad [SweHL],Oliver Kylington,D,2
0,0,0,0,0,61,Toronto,2015,U.S. National Development Team [USHL],Jeremy Bracco,R,2
0,0,0,0,0,62,NY Rangers,2015,AIK [Swe-1],Robin Kovacs,R,3
0,0,3,0,0,63,Arizona,2015,Sudbury Wolves [OHL],Kyle Capobianco,D,3
0,0,0,0,0,64,Tampa Bay,2015,Shawinigan Cataractes [QMJHL],Dennis Yan,L,3
0,0,0,0,0,65,Toronto,2015,Lethbridge Hurricanes [WHL],Andrew Nielsen,D,3
0,0,8,0,0,66,Vancouver,2015,Acadie-Bathurst Titan [QMJHL],Guillaume Brisebois,D,3
0,0,3,0,0,67,New Jersey,2015,Soo Greyhounds [OHL],Blake Speers,C,3
0,0,0,0,0,68,Toronto,2015,Riga Jrs. (Russia),Martins Dzierkals,R,3
0,0,0,0,0,69,Columbus,2015,Seattle Thunderbirds [WHL],Keegan Kolesar,R,3
0,0,0,0,0,70,Philadelphia,2015,Brynas Jrs. (Sweden),Felix Sandstrom,G,3
0,0,0,0,0,71,Colorado,2015,Rouyn-Noranda Huskies [QMJHL],Jean-Christophe Beaudin,R,3
26,24,100,40,50,72,Tampa Bay,2015,Oshawa Generals [OHL],Anthony Cirelli,C,3
0,0,0,0,0,73,Detroit,2015,Green Bay Gamblers [USHL],Vili Saarijarvi,D,3
0,0,0,0,0,74,Los Angeles,2015,St. Petersburg Jrs. (Russia),Alexander Dergachyov,C,3
0,0,0,0,0,75,Boston,2015,Kladno Jrs. (Czech Rep.),Daniel Vladar,G,3
0,0,17,0,0,76,Arizona,2015,Portland Winterhawks [WHL],Adin Hill,G,3
1,0,11,0,1,77,Florida,2015,Blainville-Boisbriand Armada [QMJHL],Samuel Montembeault,G,3
0,0,0,0,0,78,Winnipeg,2015,Cedar Rapids RoughRiders [USHL],Erik Foley,L,3
0,0,0,0,0,79,NY Rangers,2015,Regina Pats [WHL],Sergey Zborovskiy,D,3
0,0,0,0,0,80,Anaheim,2015,Green Bay Gamblers [USHL],Brent Gates,C,3
0,0,0,0,0,81,Arizona,2015,U.S. National Development Team [USHL],Brendan Warren,L,3
0,0,0,0,0,82,NY Islanders,2015,Oshawa Generals [OHL],Mitchell Vande Sompel,D,3
0,0,0,0,0,83,Arizona,2015,Brynas IF Gavle [SweHL],Jens Looke,R,3
0,0,0,0,0,84,Anaheim,2015,Kamloops Blazers [WHL],Deven Sideroff,R,3
0,0,0,0,0,85,Nashville,2015,Waterloo Black Hawks [USHL],Tom Novak,C,3
0,0,0,0,0,86,San Jose,2015,Lawrence Academy (Mass H.S.),Mike Robinson,G,3
0,0,0,0,0,87,Montreal,2015,Djurgardens Jrs. (Sweden),Lukas Vejdemo,C,3
0,0,0,0,0,88,Florida,2015,Owen Sound Attack [OHL],Thomas Schemitsch,D,3
0,0,0,0,0,89,NY Rangers,2015,Assat Pori [SM-liiga],Aleksi Saarela,C,3
0,0,0,0,0,90,Philadelphia,2015,Topeka Roadrunners [NAHL],Matej Tomek,G,3
0,0,1,2,0,91,Chicago,2015,Chicago Steel [USHL],Dennis Gilbert,D,3
0,0,4,0,0,92,Buffalo,2015,Moorhead (Minn. H.S.),Will Borgen,D,4
0,0,0,0,0,93,Carolina,2015,Quebec Remparts [QMJHL],Callum Booth,G,4
0,0,0,0,0,94,St. Louis,2015,Red Deer Rebels [WHL],Adam Musil,C,4
0,0,0,0,0,95,Toronto,2015,MODO Jrs. (Sweden),Jesper Lindgren,D,4
0,0,7,2,0,96,Carolina,2015,Chicoutimi Sagueneens [QMJHL],Nicolas Roy,C,4
0,0,3,2,0,97,New Jersey,2015,Soo Greyhounds [OHL],Colton White,D,4
0,0,0,0,0,98,Philadelphia,2015,Saint John Sea Dogs [QMJHL],Samuel Dove-McFalls,C,4
9,12,62,16,21,99,Los Angeles,2015,Regina Pats [WHL],Austin Wagner,L,4
0,0,1,0,0,100,Nashville,2015,Val d'Or Foreurs [QMJHL],Anthony Richard,L,4
2,1,10,12,3,101,Colorado,2015,Moscow Dynamo [KHL],Andrei Mironov,D,4
24,24,148,28,48,102,Florida,2015,Zurich SC [Swiss-A],Denis Malgin,C,4
0,0,0,0,0,103,Dallas,2015,London Knights [OHL],Chris Martenet,D,4
1,1,15,2,2,104,Philadelphia,2015,Ufa Jrs (Russia),Mikhail Vorobyov,C,4
0,0,0,0,0,105,Boston,2015,Regina Pats [WHL],Jesse Gabrielle,L,4
0,0,0,0,0,106,San Jose,2015,Spokane Chiefs [WHL],Adam Helewka,L,4
10,5,40,6,15,107,Ottawa,2015,Muskegon Lumberjacks [USHL],Christian Wolanin,D,4
0,0,0,0,0,108,Winnipeg,2015,Pardubice HC [Czech],Michael Spacek,R,4
0,0,0,0,0,109,Ottawa,2015,HV71 Jrs. (Sweden),Filip Ahl,L,4
0,0,0,0,0,110,Detroit,2015,Linkopings Jrs. (Sweden),Joren Van Pottelberghe,G,4
0,0,0,0,0,111,Minnesota,2015,Liberic Jrs. (Czech Rep.),Ales Stezka,G,4
0,0,0,0,0,112,NY Islanders,2015,Tri-City Americans [WHL],Parker Wotherspoon,D,4
0,0,0,0,0,113,NY Rangers,2015,Prince George Cougars [WHL],Brad Morrison,C,4
0,0,0,0,0,114,Vancouver,2015,Omsk Jrs. (Russia),Dmitry Zhukenov,C,4
0,0,2,0,0,115,Nashville,2015,Gatineau Olympiques [QMJHL],Alexandre Carrier,D,4
0,0,0,0,0,116,St. Louis,2015,Swift Current Broncos [WHL],Glenn Gawdin,C,4
5,1,17,6,6,117,Edmonton,2015,U.S. National Development Team [USHL],Caleb Jones,D,4
0,0,0,0,0,118,Tampa Bay,2015,KalPa Kuopio [SM-liiga],Jonne Tammela,C,4
0,0,0,0,0,119,NY Rangers,2015,Djurgardens Jrs. (Sweden),Daniel Bernhardt,R,4
13,13,70,26,26,120,Tampa Bay,2015,Saint John Sea Dogs [QMJHL],Mathieu Joseph,R,4
0,0,0,0,0,121,Chicago,2015,Boston College High (Mass. H.S.),Ryan Shea,D,4
0,0,0,0,0,122,Buffalo,2015,Kelowna Rockets [WHL],Devante Stephens,D,5
5,13,47,12,18,123,Arizona,2015,Moncton Wildcats [QMJHL],Conor Garland,R,5
3,1,18,10,4,124,Edmonton,2015,Seattle Thunderbirds [WHL],Ethan Bear,D,5
0,0,0,0,0,125,Toronto,2015,Quebec Remparts [QMJHL],Dmytro Timashov,L,5
0,0,0,0,0,126,Carolina,2015,Noble/Greenough (Mass. H.S.),Luke Stevens,L,5
0,0,0,0,0,127,St. Louis,2015,Kalpa Jrs. (Finland),Niko Mikkola,D,5
0,0,0,0,0,128,Philadelphia,2015,Chomutov Jrs. (Czech Rep.),David Kase,R,5
0,0,0,0,0,129,Columbus,2015,Prince George Cougars [WHL],Sam Ruopp,D,5
0,0,0,0,0,130,San Jose,2015,Riga Jrs. (Russia),Karlis Cukste,D,5
0,0,0,0,0,131,Montreal,2015,Medicine Hat Tigers [WHL],Matt Bradley,C,5
0,0,0,0,0,132,Florida,2015,Culver Academy (Indiana H.S.),Karch Bachman,L,5
0,0,0,0,0,133,Dallas,2015,Muskegon Lumberjacks [USHL],Joseph Cecconi,D,5
0,0,0,0,0,134,Los Angeles,2015,Sudbury Wolves [OHL],Matt Schmalz,R,5
0,0,0,0,0,135,Minnesota,2015,Novokuznetsk Metallurg [KHL],Kirill Kaprizov,L,5
0,0,0,0,0,136,Calgary,2015,Calgary Hitmen [WHL],Pavel Karnaukhov,L,5
30,12,109,34,42,137,Pittsburgh,2015,Plzen HC [Czech],Dominik Simon,C,5
0,0,0,0,0,138,Carolina,2015,Saint John Sea Dogs [QMJHL],Spencer Smallman,R,5
9,1,63,27,10,139,Ottawa,2015,Lulea Jrs. (Sweden),Christian Jaros,D,5
0,0,0,0,0,140,Detroit,2015,Youngstown Phantoms [USHL],Chase Pearson,C,5
0,0,0,0,0,141,Columbus,2015,Blues Jrs. (Finland),Veeti Vainio,D,5
9,5,36,10,14,142,San Jose,2015,Stavanger Oilers [Norway],Rudolfs Balcers,L,5
0,0,0,0,0,143,Washington,2015,Regina Pats [WHL],Connor Hobbs,D,5
0,0,0,0,0,144,Vancouver,2015,Sherbrooke Phoenix [QMJHL],Carl Neill,D,5
0,0,0,0,0,145,Nashville,2015,Pardubice Jrs. (Czech Rep.),Karel Vejmelka,G,5
0,0,0,0,0,146,St. Louis,2015,U.S. National Development Team [USHL],Luke Opilka,G,5
0,0,0,0,0,147,NY Islanders,2015,Brandon Wheat Kings [WHL],Ryan Pilon,D,5
9,4,34,2,13,148,Anaheim,2015,U.S. National Development Team [USHL],Troy Terry,R,5
7,5,61,18,12,149,Vancouver,2015,Cedar Rapids RoughRiders [USHL],Adam Gaudette,C,5
0,0,0,0,0,150,Tampa Bay,2015,Sioux City Musketeers [USHL],Ryan Zuhlsdorf,D,5
0,0,0,0,0,151,Chicago,2015,Kosice HC [Slovak],Radovan Bondra,R,5
0,0,0,0,0,152,Buffalo,2015,Lethbridge Hurricanes [WHL],Giorgio Estephan,C,6
0,0,0,0,0,153,Tampa Bay,2015,Omaha Lancers [USHL],Kris Oldham,G,6
0,0,0,0,0,154,Edmonton,2015,South Shore Kings [USPHL-Pr],John Marino,D,6
0,0,0,0,0,155,Toronto,2015,Oshawa Generals [OHL],Stephen Desrocher,D,6
0,0,0,0,0,156,Carolina,2015,Kimball Union (N.H. H.S.),Jake Massie,D,6
8,5,51,31,13,157,New Jersey,2015,Merrimack College [H-East],Brett Seney,C,6
0,0,6,0,0,158,Philadelphia,2015,Sioux Falls Stampede [USHL],Cooper Marody,C,6
0,0,0,0,0,159,Columbus,2015,Yaroslavl Lokomotiv [KHL],Vladislav Gavrikov,D,6
0,0,0,0,0,160,San Jose,2015,Wausau West (Wisc. H.S.),Adam Parsells,D,6
0,0,0,0,0,161,Colorado,2015,Drummondville Voltigeurs [QMJHL],Sergei Boikov,D,6
0,0,0,0,0,162,Florida,2015,Tri-City Storm [USHL],Chris Wilkie,R,6
0,0,0,0,0,163,Dallas,2015,JYP Jrs (Finland),Markus Ruusu,G,6
0,0,0,0,0,164,Chicago,2015,Barrie Colts [OHL],Roy Radke,R,6
0,0,0,0,0,165,Boston,2015,U. of Wisconsin [Big-10],Cameron Hughes,C,6
5,8,54,14,13,166,Calgary,2015,Barrie Colts [OHL],Andrew Mangiapane,L,6
0,0,0,0,0,167,Pittsburgh,2015,Western Michigan University [NCHC],Frederik Tiffels,F,6
7,3,36,4,10,168,Winnipeg,2015,Tri-City Storm [USHL],Mason Appleton,C,6
0,0,0,0,0,169,Carolina,2015,Cushing Academy (Mass. H.S.),David Cotton,C,6
0,0,0,0,0,170,Detroit,2015,Boston Advantage U18,Patrick Holway,D,6
0,0,0,0,0,171,Minnesota,2015,U.S. National Development Team [USHL],Nick Boka,D,6
0,0,0,0,0,172,NY Islanders,2015,Lawrenceville (N.J. H.S.),AnDong Song,D,6
0,0,0,0,0,173,Washington,2015,Regina Pats [WHL],Colby Williams,D,6
0,0,0,0,0,174,Vancouver,2015,Trinec Ocelari HC [Czech],Lukas Jasek,R,6
0,0,0,0,0,175,Nashville,2015,Harvard University [ECAC],Tyler Moy,F,6
0,0,0,0,0,176,St. Louis,2015,Owen Sound Attack [OHL],Liam Dunda,R,6
0,0,0,0,0,177,Montreal,2015,Rimouski Oceanic [QMJHL],Simon Bourque,D,6
0,0,0,0,0,178,Anaheim,2015,U.S. National Development Team [USHL],Steven Ruggiero,D,6
0,0,0,0,0,179,Anaheim,2015,Madison Capitols [USHL],Garrett Metcalf,G,6
0,0,0,0,0,180,Tampa Bay,2015,Saint John Sea Dogs [QMJHL],Bokondji Imama,L,6
0,0,0,0,0,181,Chicago,2015,HPK Hameenlinna [SM-liiga],Joni Tuulola,D,6
0,0,0,0,0,182,Buffalo,2015,Minnesota Wilderness [NAHL],Ivan Chukarov,D,7
0,0,0,0,0,183,Arizona,2015,Linkoping Jrs (Sweden),Erik Kallgren,G,7
0,0,0,0,0,184,NY Rangers,2015,Slovakia U-18,Adam Huska,G,7
0,0,0,0,0,185,Toronto,2015,Sarnia Sting [OHL],Nikita Korostelev,R,7
0,0,0,0,0,186,Carolina,2015,Peterborough Petes [OHL],Steven Lorentz,C,7
0,0,0,0,0,187,Los Angeles,2015,Victoria Royals [WHL],Chaz Reddekopp,D,7
0,0,0,0,0,188,Philadelphia,2015,Nizhnekamsk Jrs (Russia),Ivan Fedotov,G,7
37,14,207,26,51,189,Columbus,2015,Karpat [SM-liiga],Markus Nutivaara,D,7
0,0,0,0,0,190,San Jose,2015,Langley Rivermen [BCHL],Marcus Vela,C,7
0,0,0,0,0,191,Colorado,2015,Rogle Jrs. (Sweden),Gustav Olhaver,C,7
0,0,0,0,0,192,Florida,2015,Kimball Union (Minn. H.S.),Patrick Shea,C,7
0,0,0,0,0,193,San Jose,2015,Lone Star Brahmas [NAHL],Jake Kupsky,G,7
4,2,25,8,6,194,Los Angeles,2015,Michigan Tech [WCHA],Matt Roy,D,7
0,0,0,0,0,195,Boston,2015,Mahtomedi (Minn. H.S.),Jack Becker,C,7
0,0,0,0,0,196,Calgary,2015,North Bay Battalion [OHL],Riley Bruce,D,7
0,0,0,0,0,197,Pittsburgh,2015,Des Moines Buccaneers [USHL],Nikita Pavlychev,C,7
3,2,31,2,5,198,Winnipeg,2015,JYP Jrs. (Finland),Sami Niku,D,7
0,0,1,0,0,199,Ottawa,2015,Cushing Academy (Mass. H.S.),Joey Daccord,G,7
0,0,0,0,0,200,Detroit,2015,Saint John Sea Dogs [QMJHL],Adam Marsh,L,7
0,0,0,0,0,201,Minnesota,2015,Soo Greyhounds [OHL],Gustav Bouramman,D,7
0,0,0,0,0,202,NY Islanders,2015,Linkopings Jrs. (Sweden),Petter Hansson,D,7
0,0,0,0,0,203,Winnipeg,2015,Prince Albert Raiders [WHL],Matteo Gennaro,C,7
0,0,0,0,0,204,Minnesota,2015,Lakeville North (Minn. H.S.),Jack Sadek,D,7
0,0,0,0,0,205,Nashville,2015,Austin Bruins [NAHL],Evan Smith,G,7
0,0,0,0,0,206,Florida,2015,Johnstown Tomahawks [NAHL],Ryan Bednard,G,7
0,0,0,0,0,207,Montreal,2015,Ottawa 67's [OHL],Jeremiah Addison,L,7
0,0,0,0,0,208,Edmonton,2015,Trinec Jrs. (Czech Rep.),Miroslav Svoboda,G,7
0,0,0,0,0,209,Edmonton,2015,Kazan Ak-Bars [KHL],Ziyat Paigin,D,7
0,0,0,0,0,210,Vancouver,2015,Prince George Cougars [WHL],Tate Olson,D,7
0,0,0,0,0,211,Chicago,2015,Frolunda Jrs. (Sweden),John Dahlstrom,R,7
105,66,391,249,171,1,Florida,2014,Barrie Colts [OHL],Aaron Ekblad,D,1
118,87,331,60,205,2,Buffalo,2014,Kootenay Ice [WHL],Sam Reinhart,C,1
187,125,351,126,312,3,Edmonton,2014,Prince Albert Raiders [WHL],Leon Draisaitl,C,1
61,55,312,264,116,4,Calgary,2014,Kingston Frontenacs [OHL],Sam Bennett,C,1
