A,G,GP,PIM,Pts,draft_num,draft_team,draft_year,junior_team,name,pos,round_num
0,0,0,0,0,66,Florida,2017,U.S. National Development Team [USHL],Max Gildon,D,3
0,0,0,0,0,67,Carolina,2017,Tri-City Americans [WHL],Morgan Geekie,C,3
0,0,0,0,0,68,Montreal,2017,Victoria Royals [WHL],Scott Walford,D,3
0,0,0,0,0,69,Arizona,2017,Hamilton Bulldogs [OHL],MacKenzie Entwistle,R,3
0,0,0,0,0,70,Chicago,2017,St. Petersburg [Russia-Jrs],Andrei Altybarmakyan,R,3
0,0,0,0,0,71,Detroit,2017,Sioux Falls Stampede [USHL],Kasper Kotkansalo,D,3
0,0,0,0,0,72,Los Angeles,2017,Soo Greyhounds [OHL],Matthew Villalta,G,3
0,0,0,0,0,73,Carolina,2017,Brandon Wheat Kings [WHL],Stelio Mattheos,R,3
0,0,0,0,0,74,Winnipeg,2017,Merrimack College [H-East],Jonathan Kovacevic,D,3
0,0,0,0,0,75,Arizona,2017,Guelph Storm [OHL],Nate Schnarr,C,3
0,0,0,0,0,76,Tampa Bay,2017,Balashika [Russia-Jrs],Alexei Lipanov,C,3
0,0,0,0,0,77,NY Islanders,2017,Chicago Steel [USHL],Ben Mirageas,D,3
0,0,0,0,0,78,Edmonton,2017,Lethbridge Hurricanes [WHL],Stuart Skinner,G,3
0,0,0,0,0,79,Detroit,2017,Red Deer Rebels [WHL],Lane Zablocki,R,3
0,0,0,0,0,80,Philadelphia,2017,St. Petersburg [Russia-Jrs],Kirill Ustimenko,G,3
0,0,0,0,0,81,New Jersey,2017,Chicago Steel [USHL],Reilly Walsh,D,3
0,0,0,0,0,82,Arizona,2017,Brockville Braves [CCHL],Cameron Crotty,D,3
0,0,0,0,0,83,Detroit,2017,Peterborough Petes [OHL],Zachary Gallant,C,3
0,0,0,0,0,84,Edmonton,2017,Guelph Storm [OHL],Dmitri Samorukov,D,3
0,0,0,0,0,85,Minnesota,2017,Erie Otters [OHL],Ivan Lodnia,R,3
0,0,0,0,0,86,Columbus,2017,Ufa [Russia-Jrs],Daniil Tarasov,G,3
0,0,0,0,0,87,Montreal,2017,Kootenay Ice [WHL],Cale Fleury,D,3
0,0,0,0,0,88,Detroit,2017,Muskegon Lumberjacks [USHL],Keith Petruzzelli,G,3
0,0,0,0,0,89,Buffalo,2017,Ilves [Finland-Jrs],Oskari Laaksonen,D,3
0,0,0,0,0,90,Chicago,2017,U.S. National Development Team [USHL],Evan Barratt,C,3
0,0,0,0,0,91,Anaheim,2017,Chicago Steel [USHL],Jack Badini,F,3
0,0,0,0,0,92,Nashville,2017,U.S. National Development Team [USHL],David Farrance,D,3
0,0,0,0,0,93,Pittsburgh,2017,Fargo Force [USHL],Clayton Phillips,D,3
0,0,0,0,0,94,Colorado,2017,Regina Pats [WHL],Nick Henry,R,4
0,0,0,0,0,95,Vancouver,2017,Dexter School [Mass. H.S.],Jack Rathbone,D,4
0,0,0,0,0,96,Vegas,2017,Green Bay Gamblers [USHL],Maksim Zhukov,G,4
0,0,0,0,0,97,Minnesota,2017,Medicine Hat Tigers [WHL],Mason Shaw,C,4
0,0,0,0,0,98,New Jersey,2017,Prince George Cougars [WHL],Nikita Popugaev,L,4
0,0,0,0,0,99,Buffalo,2017,Providence College [H-East],Jacob Bryson,D,4
0,0,0,0,0,100,Detroit,2017,Malmo [Sweden-Jrs],Malte Setkov,D,4
0,0,0,0,0,101,Dallas,2017,Guelph Storm [OHL],Liam Hawel,C,4
0,0,0,0,0,102,San Jose,2017,U.S. National Development Team [USHL],Scott Reedy,C,4
0,0,0,0,0,103,Los Angeles,2017,Waterloo Black Hawks [USHL],Michael Anderson,D,4
0,0,0,0,0,104,Carolina,2017,Jokerit [Finland-Jrs],Eetu Makiniemi,G,4
0,0,0,0,0,105,Winnipeg,2017,TPS [Finland-Jrs],Santeri Virtanen,C,4
0,0,0,0,0,106,Philadelphia,2017,Hamilton Bulldogs [OHL],Matthew Strome,L,4
0,0,0,0,0,107,Philadelphia,2017,Owen Sound Attack [OHL],Maksim Sushko,R,4
0,0,0,0,0,108,Arizona,2017,Ottawa 67's [OHL],Noel Hoefenmayer,D,4
0,0,0,0,0,109,Calgary,2017,Sarnia Sting [OHL],Adam Ruzicka,C,4
0,0,0,0,0,110,Toronto,2017,Prince Albert Raiders [WHL],Ian Scott,G,4
0,0,0,0,0,111,Boston,2017,Sioux Falls Stampede [USHL],Jeremy Swayman,G,4
0,0,0,0,0,112,Chicago,2017,Skelleftea AIK [SweHL],Tim Soderlund,L,4
0,0,0,0,0,113,St. Louis,2017,Balashika [Russia-Jrs],Alexei Toropchenko,R,4
0,0,0,0,0,114,Colorado,2017,Budejovice [Czech-Jrs],Petr Kvaca,G,4
0,0,0,0,0,115,Edmonton,2017,Sparta [Czech-Jrs],Ostap Safin,R,4
0,0,0,0,0,116,Minnesota,2017,Oakville Blades [OJHL],Bryce Misley,C,4
0,0,0,0,0,117,Columbus,2017,Leksand [Sweden-Jrs],Emil Bemstrom,C,4
0,0,0,0,0,118,Los Angeles,2017,Owen Sound Attack [OHL],Markus Phillips,D,4
0,0,0,0,0,119,Chicago,2017,Jokerit [Finland-Jrs],Roope Laavainen,D,4
0,0,0,0,0,120,Washington,2017,Zug EV [Swiss-A],Tobias Geisser,D,4
6,3,20,6,9,121,Ottawa,2017,Cape Breton Screaming Eagles [QMJHL],Drake Batherson,R,4
0,0,0,0,0,122,Anaheim,2017,Tri-City Americans [WHL],Kyle Olson,R,4
0,0,0,0,0,123,NY Rangers,2017,London Knights [OHL],Brandon Crawley,D,4
0,0,0,0,0,124,Toronto,2017,Kazan [Russia-Jrs],Vladislav Kara,L,4
0,0,0,0,0,125,Colorado,2017,Magnitogorsk [Russia-Jrs],Igor Shvyrev,C,5
0,0,0,0,0,126,Arizona,2017,Youngstown Phantoms [USHL],Michael Karow,D,5
0,0,0,0,0,127,Vegas,2017,Rogle [Sweden-Jrs],Lucas Elvenes,C,5
0,0,0,0,0,128,Arizona,2017,Swift Current Broncos [WHL],Tyler Steenbergen,C,5
0,0,0,0,0,129,New Jersey,2017,Davos HC [Swiss-A],Gilles Senn,G,5
0,0,0,0,0,130,St. Louis,2017,Val d'Or Foreurs [QMJHL],David Noel,D,5
0,0,0,0,0,131,Detroit,2017,Peterborough Petes [OHL],Cole Fraser,D,5
0,0,0,0,0,132,Dallas,2017,Frolunda [Sweden-Jrs],Jacob Peterson,C,5
0,0,0,0,0,133,Florida,2017,U.S. National Development Team [USHL],Tyler Inamoto,D,5
0,0,0,0,0,134,Los Angeles,2017,Madison Capitols [USHL],Cole Hults,D,5
0,0,0,0,0,135,Vancouver,2017,Frolunda HC [SweHL],Kristoffer Gunnarsson,D,5
0,0,0,0,0,136,Winnipeg,2017,Cape Breton Screaming Eagles [QMJHL],Leon Gawanke,D,5
0,0,0,0,0,137,Philadelphia,2017,Stillwater [Minn. H.S.],Noah Cates,L,5
0,0,0,0,0,138,Los Angeles,2017,Sarnia Sting [OHL],Drake Rymsha,C,5
3,1,22,6,4,139,NY Islanders,2017,Skelleftea AIK [SweHL],Sebastian Aho,D,5
0,0,0,0,0,140,Calgary,2017,Medicine Hat Tigers [WHL],Zach Fischer,R,5
0,0,0,0,0,141,Toronto,2017,Flint Firebirds [OHL],Fedor Gordeev,D,5
0,0,0,0,0,142,Vegas,2017,Northwood School [NY H.S.],Jack Dugan,L,5
0,0,0,0,0,143,New Jersey,2017,Hamilton Bulldogs [OHL],Marian Studenic,R,5
0,0,0,0,0,144,Chicago,2017,Brooks Bandits [AJHL],Parker Foo,L,5
0,0,0,0,0,145,NY Rangers,2017,Timra [Sweden-Jrs],Calle Sjalin,D,5
0,0,0,0,0,146,Edmonton,2017,Niagara IceDogs [OHL],Kirill Maksimov,R,5
0,0,0,0,0,147,Minnesota,2017,London Knights [OHL],Jacob Golden,D,5
0,0,0,0,0,148,Columbus,2017,Trail Smoke Eaters [BCHL],Kale Howarth,L,5
0,0,0,0,0,149,Montreal,2017,Seattle Thunderbirds [WHL],Jarret Tyszka,D,5
0,0,0,0,0,150,Chicago,2017,Olomouc HC [Czech],Jakub Galvas,D,5
0,0,0,0,0,151,Washington,2017,MODO [Sweden-Jrs],Sebastian Walfridsson,D,5
0,0,0,0,0,152,Pittsburgh,2017,Leksand [Sweden-Jrs],Jan Drozg,R,5
0,0,0,0,0,153,Anaheim,2017,Farjestad [Sweden-Jrs],Olle Eriksson Ek,G,5
0,0,0,0,0,154,Nashville,2017,Corpus Christi IceRays [NAHL],Tomas Vomacka,G,5
0,0,0,0,0,155,Pittsburgh,2017,Brynas IF Gavle [SweHL],Linus Olund,C,5
0,0,0,0,0,156,Colorado,2017,Pennsylvania State U [Big-10],Denis Smirnov,R,6
0,0,0,0,0,157,NY Rangers,2017,Liberec Bili Tygri HC [Czech],Dominik Lakatos,C,6
0,0,0,0,0,158,Vegas,2017,North York Rangers [OJHL],Nick Campoli,C,6
0,0,0,0,0,159,San Jose,2017,Los Angeles Jr. Kings,Jake McGrew,R,6
0,0,0,0,0,160,New Jersey,2017,Blues [Finland-Jrs],Aarne Talvitie,C,6
0,0,0,0,0,161,Vegas,2017,Ceske Budejovice [Czech-Jrs],Jiri Patera,G,6
0,0,0,0,0,162,Detroit,2017,Fargo Force [USHL],Jack Adams,C,6
0,0,0,0,0,163,Dallas,2017,Kootenay Ice [WHL],Brett Davis,R,6
0,0,0,0,0,164,Detroit,2017,Hamilton Bulldogs [OHL],Reilly Webb,D,6
0,0,0,0,0,165,NY Islanders,2017,Halifax Mooseheads [QMJHL],Arnaud Durandeau,L,6
0,0,0,0,0,166,Carolina,2017,Portland Winterhawks [WHL],Brendan De Jong,D,6
0,0,0,0,0,167,Winnipeg,2017,Karlskrona [Sweden-Jrs],Arvid Holm,G,6
0,0,0,0,0,168,Philadelphia,2017,Linkoping [Sweden-Jrs],Olle Lycksell,L,6
0,0,0,0,0,169,Tampa Bay,2017,Elk River [Minn. H.S.],Nicklaus Perbix,D,6
0,0,0,0,0,170,Columbus,2017,Djurgardens IF [SweHL],Jonathan Davidsson,R,6
0,0,0,0,0,171,Calgary,2017,Baie-Comeau Drakkar [QMJHL],D'Artagnan Joly,C,6
0,0,0,0,0,172,Toronto,2017,Sarnia Sting [OHL],Ryan McGregor,C,6
0,0,0,0,0,173,Boston,2017,Saint John Sea Dogs [QMJHL],Cedric Pare,C,6
0,0,0,0,0,174,NY Rangers,2017,St. Andrews [Ont. H.S.],Morgan Barron,C,6
0,0,0,0,0,175,St. Louis,2017,Owen Sound Attack [OHL],Trenton Bourque,D,6
0,0,0,0,0,176,Nashville,2017,Drummondville Voltigeurs [QMJHL],Pavel Koltygin,L,6
0,0,0,0,0,177,Edmonton,2017,U.S. National Development Team [USHL],Skyler Brind'Amour,C,6
0,0,0,0,0,178,Minnesota,2017,CSKA Moscow [KHL],Andrei Svetlakov,C,6
0,0,0,0,0,179,Columbus,2017,Miami University (Ohio) [NCHC],Carson Meyer,R,6
0,0,0,0,0,180,Tampa Bay,2017,Dubuque Fighting Saints [USHL],Cole Guttman,C,6
0,0,0,0,0,181,Vancouver,2017,Owen Sound Attack [OHL],Petrus Palmu,R,6
0,0,0,0,0,182,Washington,2017,Fairbanks Ice Dogs [NAHL],Benton Maass,D,6
0,0,0,0,0,183,Ottawa,2017,Regina Pats [WHL],Jordan Hollett,G,6
0,0,0,0,0,184,Florida,2017,Tappara Tampere [SM-liiga],Sebastian Repo,R,6
0,0,0,0,0,185,San Jose,2017,Sarnia Sting [OHL],Sasha Chmelevski,C,6
0,0,0,0,0,186,Pittsburgh,2017,Lukko [Finland-Jrs],Antti Palojarvi,D,6
0,0,0,0,0,187,Colorado,2017,Eden Prairie [Minn. H.S.],Nick Leivermann,D,7
0,0,0,0,0,188,Vancouver,2017,Oshawa Generals [OHL],Matt Brassard,D,7
0,0,0,0,0,189,Vegas,2017,Niagara IceDogs [OHL],Ben Jones,C,7
0,0,0,0,0,190,Arizona,2017,Djurgarden [Sweden-Jrs],Erik Walli-Walterholm,L,7
0,0,0,0,0,191,New Jersey,2017,Halifax Mooseheads [QMJHL],Jocktan Chainey,D,7
0,0,0,0,0,192,Buffalo,2017,Tri-City Storm [USHL],Linus Weissbach,L,7
0,0,0,0,0,193,Detroit,2017,Saginaw Spirit [OHL],Brady Gilmour,C,7
0,0,1,0,0,194,Dallas,2017,Kamloops Blazers [WHL],Dylan Ferguson,G,7
0,0,0,0,0,195,Boston,2017,MODO [Sweden-Jrs],Victor Berglund,D,7
0,0,0,0,0,196,Philadelphia,2017,Bloomington Thunder [USHL],Wyatt Kalynuk,D,7
0,0,0,0,0,197,Carolina,2017,Jokipojat Joensuu [Mestis],Ville Rasanen,D,7
0,0,0,0,0,198,Winnipeg,2017,Portland Winterhawks [WHL],Skyler McKenzie,L,7
0,0,0,0,0,199,Montreal,2017,Lincoln Stars [USHL],Cayden Primeau,G,7
0,0,0,0,0,200,Tampa Bay,2017,Edina [Minn. H.S.],Samuel Walker,R,7
0,0,0,0,0,201,NY Islanders,2017,U.S. National Development Team [USHL],Logan Cockerill,L,7
0,0,0,0,0,202,Calgary,2017,HV71 [Sweden-Jrs],Filip Sveningsson,L,7
0,0,0,0,0,203,Toronto,2017,St. Andrews [Ont. H.S.],Ryan O'Connell,D,7
0,0,0,0,0,204,Boston,2017,Brandon Wheat Kings [WHL],Daniel Bukac,D,7
0,0,0,0,0,205,New Jersey,2017,Moscow Dynamo [KHL],Yegor Zaitsev,D,7
0,0,0,0,0,206,St. Louis,2017,Lulea [Sweden-Jrs],Anton Andersson,D,7
0,0,0,0,0,207,NY Rangers,2017,TPS Turku [SM-liiga],Patrik Virta,L,7
0,0,0,0,0,208,Edmonton,2017,U.S. National Development Team [USHL],Philip Kemp,D,7
0,0,0,0,0,209,Minnesota,2017,Waterloo Black Hawks [USHL],Nick Swaney,R,7
0,0,0,0,0,210,Columbus,2017,St. Thomas [Minn. H.S.],Robbie Stucker,D,7
0,0,0,0,0,211,Winnipeg,2017,Shreveport Mudbugs [NAHL],Croix Evingson,D,7
0,0,0,0,0,212,San Jose,2017,Baie-Comeau Drakkar [QMJHL],Ivan Chekhovich,L,7
0,0,0,0,0,213,Washington,2017,Almtunas [Sweden-Jrs],Kristian Roykas-Marthinsen,L,7
0,0,0,0,0,214,New Jersey,2017,Sioux City Musketeers [USHL],Matthew Hellickson,D,7
0,0,0,0,0,215,Chicago,2017,Lakeville South [Minn. H.S.],Josh Ess,D,7
0,0,0,0,0,216,Nashville,2017,Kingston Frontenacs [OHL],Jacob Paquette,D,7
0,0,0,0,0,217,Pittsburgh,2017,R.P.I. [ECAC],Will Reilly,D,7
94,111,212,38,205,1,Toronto,2016,Zurich SC [Swiss-A],Auston Matthews,C,1
74,110,237,92,184,2,Winnipeg,2016,Tappara Tampere [SM-liiga],Patrik Laine,R,1
62,47,164,113,109,3,Columbus,2016,Cape Breton Screaming Eagles [QMJHL],Pierre-Luc Dubois,C,1
20,17,139,40,37,4,Edmonton,2016,Karpat [SM-liiga],Jesse Puljujarvi,R,1
0,0,0,0,0,5,Vancouver,2016,London Knights [OHL],Olli Juolevi,D,1
103,71,224,228,174,6,Calgary,2016,London Knights [OHL],Matthew Tkachuk,L,1
77,37,167,48,114,7,Arizona,2016,U.S. National Development Team [USHL],Clayton Keller,C,1
3,3,19,4,6,8,Buffalo,2016,Mississauga Steelheads [OHL],Alexander Nylander,R,1
57,15,158,66,72,9,Montreal,2016,Windsor Spitfires [OHL],Mikhail Sergachev,D,1
25,24,141,40,49,10,Colorado,2016,Penticton Vees [BCHL],Tyson Jost,C,1
1,0,6,0,1,11,Ottawa,2016,Windsor Spitfires [OHL],Logan Brown,C,1
3,0,21,13,3,12,New Jersey,2016,Mississauga Steelheads [OHL],Michael McLeod,C,1
0,0,2,2,0,13,Carolina,2016,Calgary Hitmen [WHL],Jake Bean,D,1
46,14,117,98,60,14,Boston,2016,Boston University [H-East],Charlie McAvoy,D,1
13,8,68,40,21,15,Minnesota,2016,U. of Wisconsin [Big-10],Luke Kunin,C,1
38,16,171,91,54,16,Arizona,2016,Sarnia Sting [OHL],Jakob Chychrun,D,1
0,1,4,0,1,17,Nashville,2016,Penticton Vees [BCHL],Dante Fabbro,D,1
0,0,0,0,0,18,Winnipeg,2016,Windsor Spitfires [OHL],Logan Stanley,D,1
0,0,0,0,0,19,NY Islanders,2016,U.S. National Development Team [USHL],Kieffer Bellows,L,1
9,7,52,16,16,20,Detroit,2016,Chilliwack Chiefs [BCHL],Dennis Cholowski,D,1
0,0,0,0,0,21,Carolina,2016,Val d'Or Foreurs [QMJHL],Julien Gauthier,R,1
0,0,0,0,0,22,Philadelphia,2016,Russia U-18 team,German Rubtsov,C,1
10,9,54,4,19,23,Florida,2016,HIFK Juniors (Finland),Henrik Borgstrom,C,1
3,2,30,14,5,24,Anaheim,2016,London Knights [OHL],Max Jones,L,1
0,0,0,0,0,25,Dallas,2016,Fargo Force [USHL],Riley Tufte,L,1
11,10,106,32,21,26,St. Louis,2016,U. of Connecticut [H-East],Tage Thompson,R,1
17,6,66,14,23,27,Tampa Bay,2016,Moose Jaw Warriors [WHL],Brett Howden,C,1
0,0,0,0,0,28,Washington,2016,Kelowna Rockets [WHL],Lucas Johansen,D,1
0,0,15,15,0,29,Boston,2016,U.S. National Development Team [USHL],Trent Frederic,C,1
5,6,22,8,11,30,Anaheim,2016,Regina Pats [WHL],Sam Steel,C,1
0,0,0,0,0,31,Toronto,2016,Yaroslavl Lokomotiv [KHL],Yegor Korshkov,R,2
0,0,0,0,0,32,Edmonton,2016,Vancouver Giants [WHL],Tyler Benson,L,2
0,0,0,0,0,33,Buffalo,2016,Farjestads BK Karlstad [SweHL],Rasmus Asplund,C,2
0,0,0,0,0,34,Columbus,2016,Green Bay Gamblers [USHL],Andrew Peeke,D,2
2,1,16,4,3,35,St. Louis,2016,Sarnia Sting [OHL],Jordan Kyrou,C,2
0,0,0,0,0,36,Philadelphia,2016,Victoriaville Tigres [QMJHL],Pascal Laberge,C,2
0,1,5,6,1,37,Tampa Bay,2016,Saskatoon Blades [WHL],Libor Hajek,D,2
0,0,0,0,0,38,Florida,2016,Kitchener Rangers [OHL],Adam Mascherin,L,2
59,69,164,21,128,39,Chicago,2016,Erie Otters [OHL],Alex DeBrincat,L,2
0,0,0,0,0,40,Colorado,2016,Youngstown Phantoms [USHL],Cameron Morrison,L,2
0,3,7,10,3,41,New Jersey,2016,Mississauga Steelheads [OHL],Nathan Bastian,R,2
0,0,0,0,0,42,Ottawa,2016,Timra IK [Swe-1],Jonathan Dahlen,L,2
0,0,11,4,0,43,Carolina,2016,Karpat Jrs (Finland),Janne Kuokkanen,L,2
0,0,0,0,0,44,Tampa Bay,2016,Soo Greyhounds [OHL],Boris Katchouk,L,2
0,0,0,0,0,45,Chicago,2016,U.S. National Development Team [USHL],Chad Krys,D,2
0,0,0,0,0,46,Detroit,2016,Guelph Storm [OHL],Givani Smith,R,2
42,8,155,14,50,47,Nashville,2016,Shawinigan Cataractes [QMJHL],Samuel Girard,D,2
0,0,31,0,0,48,Philadelphia,2016,Everett Silvertips [WHL],Carter Hart,G,2
0,0,5,8,0,49,Boston,2016,U.S. National Development Team [USHL],Ryan Lindgren,D,2
0,0,0,0,0,50,Chicago,2016,Russia U-18 Team,Artur Kayumov,L,2
0,0,0,0,0,51,Los Angeles,2016,Brandon Wheat Kings [WHL],Kale Clague,D,2
0,0,0,0,0,52,Philadelphia,2016,Tri-City Storm [USHL],Wade Allison,R,2
18,5,46,30,23,53,Detroit,2016,Hradec Kralove [Czech],Filip Hronek,D,2
0,0,0,0,0,54,Calgary,2016,London Knights [OHL],Tyler Parsons,G,2
0,0,0,0,0,55,Pittsburgh,2016,Lulea HF [SweHL],Filip Gustavsson,G,2
4,1,25,4,5,56,Calgary,2016,Kelowna Rockets [WHL],Dillon Dube,C,2
1,5,15,6,6,57,Toronto,2016,MODO Hockey Ornskoldsvik [SweHL],Carl Grundstrom,R,2
0,0,0,0,0,58,Tampa Bay,2016,Erie Otters [OHL],Taylor Raddysh,R,2
0,0,0,0,0,59,St. Louis,2016,Sherbrooke Phoenix [QMJHL],Evan Fitzpatrick,G,2
0,0,11,2,0,60,San Jose,2016,U. of Denver [NCHC],Dylan Gambrell,C,2
0,0,0,0,0,61,Pittsburgh,2016,Blues Jrs (Finland),Kasper Bjorkqvist,R,2
0,0,0,0,0,62,Toronto,2016,U.S. National Development Team [USHL],Joseph Woll,G,3
0,0,0,0,0,63,Edmonton,2016,Saginaw Spirit [OHL],Markus Niemelainen,D,3
0,0,0,0,0,64,Vancouver,2016,U.S. National Development Team [USHL],William Lockwood,R,3
0,0,1,0,0,65,Columbus,2016,Gatineau Olympiques [QMJHL],Vitaly Abramov,R,3
0,0,0,0,0,66,Calgary,2016,U.S. National Development Team [USHL],Adam Fox,D,3
0,0,0,0,0,67,Carolina,2016,Cedar Rapids RoughRiders [USHL],Matt Filipe,L,3
0,0,0,0,0,68,Arizona,2016,North Bay Battalion [OHL],Cam Dineen,D,3
0,0,0,0,0,69,Buffalo,2016,London Knights [OHL],Cliff Pu,R,3
0,0,0,0,0,70,Montreal,2016,Flint Firebirds [OHL],William Bitten,C,3
0,0,0,0,0,71,Colorado,2016,Prince George Cougars [WHL],Josh Anderson,D,3
0,0,0,0,0,72,Toronto,2016,U.S. National Development Team [USHL],J.D. Greenway,D,3
3,4,34,6,7,73,New Jersey,2016,U.S. National Development Team [USHL],Joey Anderson,R,3
0,0,0,0,0,74,Carolina,2016,Spokane Chiefs [WHL],Hudson Elynuik,C,3
0,0,0,0,0,75,Carolina,2016,Janesville Jets [NAHL],Jack LaFontaine,G,3
0,0,1,2,0,76,Nashville,2016,Muskegon Lumberjacks [USHL],Rem Pitlick,C,3
0,0,0,0,0,77,Pittsburgh,2016,Kitchener Rangers [OHL],Connor Hall,D,3
0,0,0,0,0,78,Nashville,2016,Chicoutimi Sagueneens [QMJHL],Frederic Allard,D,3
0,0,0,0,0,79,Winnipeg,2016,Saint John Sea Dogs [QMJHL],Luke Green,D,3
0,0,1,0,0,80,New Jersey,2016,Shawinigan Cataractes [QMJHL],Brandon Gignac,C,3
0,0,0,0,0,81,NY Rangers,2016,Mississauga Steelheads [OHL],Sean Day,D,3
0,0,0,0,0,82,Philadelphia,2016,Calgary Hitmen [WHL],Carsen Twarynski,L,3
0,0,0,0,0,83,Chicago,2016,Salzburg Jrs (Austria),Wouter Peeters,G,3
0,0,0,0,0,84,Edmonton,2016,Georgetown Raiders [OJHL],Matthew Cairns,D,3
4,1,17,4,5,85,Anaheim,2016,Red Deer Rebels [WHL],Josh Mahura,D,3
0,0,0,0,0,86,Buffalo,2016,Boston College [H-East],Casey Fitzgerald,D,3
0,0,0,0,0,87,Washington,2016,Kamloops Blazers [WHL],Garrett Pilon,C,3
0,0,0,0,0,88,Tampa Bay,2016,Kamloops Blazers [WHL],Connor Ingram,G,3
0,0,0,0,0,89,Florida,2016,Lulea HF [SweHL],Linus Nassen,D,3
0,0,0,0,0,90,Dallas,2016,AIK Jrs (Sweden),Fredrik Karlstrom,C,3
0,0,0,0,0,91,Edmonton,2016,Skelleftea Jrs (Sweden),Filip Berglund,D,3
0,0,0,0,0,92,Toronto,2016,Regina Pats [WHL],Adam Brooks,C,4
0,0,0,0,0,93,Anaheim,2016,Soo Greyhounds [OHL],Jack Kopacka,L,4
0,0,0,0,0,94,Florida,2016,Peterborough Petes [OHL],Jonathan Ang,C,4
0,0,0,0,0,95,NY Islanders,2016,Yekaterinburg Automobilist [KHL],Anatoly Golyshev,F,4
0,0,0,0,0,96,Calgary,2016,Skeleftea Jrs (Sweden),Linus Lindstrom,C,4
0,0,0,0,0,97,Winnipeg,2016,HV71 Jrs (Sweden),Jacob Cederholm,D,4
0,0,0,0,0,98,NY Rangers,2016,TPS Jrs (Finland),Tarmo Reunanen,D,4
0,0,0,0,0,99,Buffalo,2016,Carleton Place Canadians [CCHL],Brett Murray,L,4
20,0,120,10,20,100,Montreal,2016,London Knights [OHL],Victor Mete,D,4
0,0,0,0,0,101,Toronto,2016,Saginaw Spirit [OHL],Keaton Middleton,D,4
0,0,0,0,0,102,New Jersey,2016,Russia U-18 Team,Mikhail Maltsev,L,4
0,0,0,0,0,103,Ottawa,2016,Fairbanks Ice Dogs [NAHL],Todd Burgess,R,4
0,0,0,0,0,104,Carolina,2016,Chicago Steel [USHL],Max Zimmer,L,4
0,0,0,0,0,105,New Jersey,2016,Saginaw Spirit [OHL],Evan Cormier,G,4
0,0,0,0,0,106,Minnesota,2016,Tri-City Storm [USHL],Brandon Duhaime,F,4
0,0,0,0,0,107,Detroit,2016,Orebro Jrs (Sweden),Alfons Malmstrom,D,4
0,0,0,0,0,108,Nashville,2016,Skelleftea Jrs (Sweden),Hardy Haman Aktell,D,4
0,0,0,0,0,109,Philadelphia,2016,Kitchener Rangers [OHL],Connor Bunnaman,C,4
0,0,0,0,0,110,Chicago,2016,Brynas IF Gavle [SweHL],Lucas Carlsson,D,4
0,0,0,0,0,111,San Jose,2016,Moose Jaw Warriors [WHL],Noah Gregor,C,4
0,0,0,0,0,112,Los Angeles,2016,HV71 Jrs (Sweden),Jacob Moverare,D,4
0,0,0,0,0,113,Chicago,2016,Saint John Sea Dogs [QMJHL],Nathan Noel,C,4
0,0,1,2,0,114,Florida,2016,Oshawa Generals [OHL],Riley Stillman,D,4
0,0,0,0,0,115,Anaheim,2016,Gatineau Olympiques [QMJHL],Alex Dostie,C,4
0,0,0,0,0,116,Dallas,2016,U. of North Dakota [NCHC],Rhett Gardner,C,4
0,0,0,0,0,117,Washington,2016,Geneve Servette [Swiss-A],Damien Riat,L,4
0,0,0,0,0,118,Tampa Bay,2016,Cedar Rapids RoughRiders [USHL],Ross Colton,F,4
0,0,0,0,0,119,St. Louis,2016,Brandon Wheat Kings [WHL],Tanner Kaspick,C,4
0,0,0,0,0,120,NY Islanders,2016,Ilves Jrs (Finland),Otto Koivula,L,4
0,0,0,0,0,121,Pittsburgh,2016,Lincoln Stars [USHL],Ryan Jones,D,4
0,0,0,0,0,122,Toronto,2016,Victoria Royals [WHL],Vladimir Bobylev,L,5
0,0,0,0,0,123,Edmonton,2016,Peterborough Petes [OHL],Dylan Wells,G,5
0,0,0,0,0,124,Montreal,2016,Grand Rapids (Minn. H.S.),Casey Staum,D,5
0,0,0,0,0,125,St. Louis,2016,Northeastern University [H-East],Nolan Stevens,F,5
0,0,0,0,0,126,Calgary,2016,Bloomington Thunder [USHL],Mitchell Mattson,C,5
0,0,0,0,0,127,Winnipeg,2016,Calgary Hitmen [WHL],Jordan Stallard,C,5
0,0,0,0,0,128,Dallas,2016,Carleton Place Canadians [CCHL],Colton Point,G,5
0,0,0,0,0,129,Buffalo,2016,Linkoping Jrs (Sweden),Philip Nyberg,D,5
0,0,0,0,0,130,Buffalo,2016,Prince Albert Raiders [WHL],Vojtech Budik,D,5
0,0,0,0,0,131,Colorado,2016,Farjestads Jrs (Sweden),Adam Werner,G,5
0,0,0,0,0,132,New Jersey,2016,St. Petersburg Jrs (Russia),Yegor Rykov,D,5
8,7,56,20,15,133,Ottawa,2016,Swift Current Broncos [WHL],Max Lajoie,D,5
0,0,0,0,0,134,Carolina,2016,Kingston Frontenacs [OHL],Jeremy Helvig,G,5
0,0,0,0,0,135,Boston,2016,Ilves Jrs (Finland),Joona Koppanen,C,5
0,0,0,0,0,136,Boston,2016,Lone Star Brahmas [NAHL],Cameron Clarke,D,5
0,0,0,0,0,137,Detroit,2016,Erie Otters [OHL],Jordan Sambrook,D,5
0,0,0,0,0,138,Nashville,2016,Avon Old Farms (Conn. H.S.),Patrick Harper,C,5
