A,G,GP,PIM,Pts,draft_num,draft_team,junior_team,name,pos,round_num
42,27,303,88,69,41,St. Louis,Slavia Praha HC [Czech],Dmitrij Jaskin,R,2
101,65,362,76,166,42,Carolina,Leksands IF [Swe-1],Victor Rask,C,2
166,148,530,92,314,43,Chicago,Saginaw Spirit [OHL],Brandon Saad,L,2
21,33,241,156,54,44,Dallas,Sarnia Sting [OHL],Brett Ritchie,R,2
42,55,301,72,97,45,Calgary,HIFK Jr. (Finland),Markus Granlund,C,2
39,13,269,248,52,46,St. Louis,Moose Jaw Warriors [WHL],Joel Edmundson,D,2
76,54,402,76,130,47,San Jose,Boston University [H-East],Matthew Nieto,L,2
21,5,160,76,26,48,Detroit,Montreal Juniors [QMJHL],Xavier Ouellet,D,2
0,0,14,0,0,49,Los Angeles,Chicoutimi Sagueneens [QMJHL],Christopher Gibson,G,2
1,0,11,6,1,50,NY Islanders,Frolunda HC [SEL],Johan Sundstrom,C,2
0,0,0,0,0,51,Phoenix,Jokerit Jrs (Finland),Alexander Ruuttu,F,2
15,11,162,72,26,52,Nashville,Karpat [SM-liiga],Miikka Salomaki,R,2
99,85,347,46,184,53,Anaheim,Vasteras IK [Swe-1],William Karlsson,C,2
21,5,152,49,26,54,Pittsburgh,London Knights [OHL],Scott Harrington,D,2
10,2,44,12,12,55,Detroit,Soo Greyhounds [OHL],Ryan Sproul,D,2
4,3,41,12,7,56,Phoenix,Oshawa Generals [OHL],Lucas Lessio,L,2
5,0,30,4,5,57,Calgary,Portland Winterhawks [WHL],Tyler Wotherspoon,D,2
274,188,447,223,462,58,Tampa Bay,CSKA Jr. (Russia),Nikita Kucherov,R,2
0,0,0,0,0,59,Florida,Rogle BK Angelholm [Swe-1],Rasmus Bengtsson,D,2
0,0,0,0,0,60,Minnesota,Wayzata H.S. (Minn.),Mario Lucia,F,2
26,12,128,39,38,61,Ottawa,Ottawa 67's [OHL],Shane Prince,L,2
0,0,0,0,0,62,Edmonton,JYP Jrs. (Finland),Samu Perhonen,G,3
0,0,13,18,0,63,NY Islanders,Guelph Storm [OHL],Andrey Pedan,D,3
145,101,365,225,246,64,Florida,Saginaw Spirit [OHL],Vincent Trocheck,C,3
6,4,59,60,10,65,Anaheim,Mississauga St. Michael's Majors [OHL],Joseph Cramarossa,C,3
0,0,3,0,0,66,Columbus,Notre Dame [CCHA],T.J. Tynan,F,3
60,53,359,192,113,67,Winnipeg,Swift Current Broncos [WHL],Adam Lowry,C,3
42,31,259,103,73,68,Philadelphia,Soo Greyhounds [OHL],Nick Cousins,C,3
1,0,2,4,1,70,Chicago,U.S. National Development Team [USHL],Michael Paliotta,D,3
0,0,0,0,0,71,Vancouver,Victoriaville Tigres [QMJHL],David Honzik,G,3
0,0,11,2,0,72,NY Rangers,Edina H.S. (Minn.),Steven Fogarty,C,3
0,0,4,10,0,73,Carolina,Edmonton Oil Kings [WHL],Keegan Lowe,D,3
0,0,0,0,0,74,Edmonton,Edmonton Oil Kings [WHL],Travis Ewanyk,C,3
27,36,180,148,63,75,New Jersey,Indiana Ice [USHL],Blake Coleman,C,3
19,12,180,35,31,76,Florida,Cape Breton Screaming Eagles [QMJHL],Logan Shaw,C,3
0,0,12,0,0,77,Buffalo,Soo Greyhounds [OHL],Daniel Catenacci,C,3
0,0,0,0,0,78,Winnipeg,Stouffville Spirit [OJHL],Brennan Serville,D,3
17,6,170,87,23,79,Chicago,Linkopings HC [SEL],Klas Dahlbeck,D,3
11,13,159,214,24,80,Los Angeles,Oshawa Generals [OHL],Andy Andreoff,L,3
0,0,0,0,0,81,Boston,Saginaw Spirit [OHL],Anthony Camara,L,3
38,15,236,78,53,82,Los Angeles,U. of Denver [WCHA],Nick Shore,C,3
5,1,33,8,6,83,Anaheim,Green Bay Gamblers [USHL],Andy Welinski,D,3
0,0,0,0,0,84,Phoenix,Prince Albert Raiders [WHL],Harrison Ruopp,D,3
18,9,97,18,27,85,Detroit,Peterborough Petes [OHL],Alan Quine,C,3
22,24,133,52,46,86,Toronto,Sudbury Wolves [OHL],Joshua Leivo,L,3
0,0,1,2,0,87,Florida,Shawinigan Cataractes [QMJHL],Jonathan Racine,D,3
0,0,33,0,0,88,St. Louis,Owen Sound Attack [OHL],Jordan Binnington,G,3
0,0,0,0,0,89,San Jose,Sudbury Wolves [OHL],Justin Sefton,D,3
0,0,9,2,0,90,Vancouver,Quebec Remparts [QMJHL],Alexandre Grenier,R,3
3,2,42,6,5,91,Florida,Sioux Falls Stampede [USHL],Kyle Rau,C,3
0,0,3,2,0,92,Edmonton,U. of North Dakota [WCHA],Dillon Simpson,D,4
0,0,0,0,0,93,Colorado,Linkoping Jr. [Sweden],Joachim Nermark,C,4
0,0,0,0,0,94,Nashville,Saginaw Spirit [OHL],Josh Shalla,L,4
0,0,19,2,0,95,NY Islanders,U.S. National Development Team [USHL],Robbie Russo,D,4
79,63,368,121,142,96,Ottawa,Gatineau Olympiques [QMJHL],Jean-Gabriel Pageau,C,4
0,0,0,0,0,97,Montreal,Cedar Rapids RoughRiders [USHL],Josiah Didier,D,4
30,7,160,52,37,98,Columbus,Shattuck St. Mary's [Minn.],Mike Reilly,D,4
22,20,133,18,42,99,New Jersey,U.S. National Development Team [USHL],Reid Boucher,C,4
0,0,0,0,0,100,Toronto,Mora Jr. [Sweden],Tom Nilsson,D,4
0,0,13,21,0,101,Vancouver,Holy Angels Academy (Minn.),Joe Labate,L,4
0,0,0,0,0,102,St. Louis,Shawinigan Cataractes [QMJHL],Yannick Veilleux,L,4
0,0,0,0,0,103,Carolina,Ambri-Piotta [Swiss-A],Gregory Hofmann,F,4
254,133,394,88,387,104,Calgary,Dubuque Fighting Saints [USHL],Johnny Gaudreau,L,4
0,0,0,0,0,105,Dallas,Brynas Jrs. (Sweden),Emil Molin,L,4
0,0,0,0,0,106,NY Rangers,Edmonton Oil Kings [WHL],Michael St. Croix,C,4
0,0,0,0,0,107,Buffalo,Seattle Thunderbirds [WHL],Colin Jacobs,C,4
0,0,0,0,0,108,Montreal,Val d'Or Foreurs [QMJHL],Olivier Archambault,L,4
0,0,0,0,0,109,Chicago,Cherepovets Jr. (Russia),Maxim Shalunov,R,4
2,1,17,0,3,110,Los Angeles,U. of Wisconsin [WCHA],Michael Mersch,F,4
0,0,0,0,0,111,Phoenix,Medicine Hat Tigers [WHL],Kale Kessy,L,4
0,0,0,0,0,112,Nashville,Boston University [H-East],Garrett Noonan,D,4
0,0,0,0,0,113,Montreal,Farjestads BK Karlstad [SEL],Magnus Nygren,D,4
73,55,379,44,128,114,Edmonton,Kitchener Rangers [OHL],Tobias Rieder,R,4
0,0,0,0,0,115,Detroit,Vancouver Giants [WHL],Marek Tvrdon,L,4
0,0,0,0,0,116,Philadelphia,Oshawa Generals [OHL],Colin Suellentrop,D,4
0,0,0,0,0,117,Washington,Manglerud Star [Norway],Steffen Soberg,G,4
0,0,0,0,0,118,Philadelphia,Seattle Thunderbirds [WHL],Marcel Noebels,C,4
0,0,0,0,0,119,Winnipeg,Tri-City Americans [WHL],Zach Yuen,D,4
0,0,0,0,0,120,Vancouver,Djurgarden Jrs. (Sweden),Ludwig Blomstrand,L,4
1,0,7,0,1,121,Boston,Indiana Ice [USHL],Brian Ferlin,R,4
0,0,0,0,0,122,Edmonton,Kosice Jr. [Slovakia],Martin Gernat,D,5
0,0,0,0,0,123,Colorado,Plymouth Whalers [OHL],Garrett Meurs,R,5
0,0,0,0,0,124,Florida,Magnitogorsk Jr. (Russia),Yaroslav Kosov,F,5
0,1,10,6,1,125,NY Islanders,Red Deer Rebels [WHL],John Persson,L,5
20,6,150,50,26,126,Ottawa,Djurgardens IF Stockholm [SEL],Fredrik Claesson,D,5
0,0,0,0,0,127,NY Islanders,Spokane Chiefs [WHL],Brenden Kichton,D,5
0,0,0,0,0,128,Columbus,Omaha Lancers [USHL],Seth Ambroz,F,5
3,1,38,12,4,129,New Jersey,U.S. National Development Team [USHL],Blake Pietila,L,5
0,0,0,0,0,130,Toronto,Wayzata H.S. (Minn.),Tony Cameranesi,C,5
9,2,93,85,11,131,Minnesota,Eden Prairie H.S. (Minn.),Nick Seeler,D,5
0,0,0,0,0,132,St. Louis,AIK [SEL],Niklas Lundstrom,G,5
22,14,154,80,36,133,San Jose,Indiana Ice [USHL],Sean Kuraly,C,5
0,0,0,0,0,134,NY Rangers,Kelowna Rockets [WHL],Shane McColgan,C,5
0,0,0,0,0,135,Dallas,Victoriaville Tigres [QMJHL],Troy Vance,D,5
0,0,0,0,0,136,NY Rangers,Baie-Comeau Drakkar [QMJHL],Samuel Noreau,D,5
0,0,0,0,0,137,Buffalo,Barrie Colts [OHL],Alex Lepkowski,D,5
4,1,13,13,5,138,Montreal,Saskatoon Blades [WHL],Darren Dietz,D,5
122,111,504,534,233,139,Chicago,Owen Sound Attack [OHL],Andrew Shaw,R,5
0,0,0,0,0,140,Los Angeles,Victoria Grizzlies [BCHL],Joel Lowry,F,5
0,0,0,0,0,141,Phoenix,Saskatoon Blades [WHL],Darian Dziurzynski,L,5
0,0,0,0,0,142,Nashville,Malmo Jrs [Sweden],Simon Karlsson,D,5
0,0,6,2,0,143,Anaheim,Skovde [Sweden],Max Friberg,L,5
0,0,2,0,0,144,Pittsburgh,Spokane Chiefs [WHL],Dominik Uher,C,5
0,0,0,0,0,145,Detroit,Choate Rosemary Hall (Conn.),Philippe Hudon,R,5
0,0,0,0,0,146,Detroit,Linkoping Jr. [Sweden],Mattias Backman,D,5
0,0,0,0,0,147,Washington,R.P.I. [ECAC],Patrick Koudys,D,5
24,9,132,81,33,148,Tampa Bay,Cherepovets Jr. (Russia),Nikita Nesterov,D,5
0,0,0,0,0,149,Winnipeg,Belleville Bulls [OHL],Austen Brassard,R,5
5,3,76,40,8,150,Vancouver,Sudbury Wolves [OHL],Frankie Corrado,D,5
3,0,33,6,3,151,Boston,Milton Academy [Mass.],Rob O'Gara,D,5
1,0,5,5,1,152,Toronto,Soo Greyhounds [OHL],David Broll,L,6
0,0,0,0,0,153,Colorado,Val d'Or Foreurs [QMJHL],Gabriel Beaupre,D,6
0,0,0,0,0,154,Florida,Burnsville H.S. (Minn.),Eddie Wittchow,D,6
0,0,0,0,0,155,Phoenix,Owen Sound Attack [OHL],Andrew Fritsch,R,6
0,0,0,0,0,156,Ottawa,Spokane Chiefs [WHL],Darren Kramer,L,6
0,0,1,0,0,157,Winnipeg,Portage Terriers [MJHL],Jason Kasdorf,G,6
12,15,162,56,27,158,Columbus,Ceske Budejovice Jrs. [Czech.],Lukas Sedlak,C,6
0,0,0,0,0,159,New Jersey,Swift Current Broncos [WHL],Reece Scarlett,D,6
68,20,335,311,88,160,Anaheim,Salmon Arm Silverbacks [BCHL],Josh Manson,D,6
0,0,0,0,0,161,Minnesota,Loomis-Chafee H.S. (Mass.),Steve Michalek,G,6
0,0,0,0,0,162,St. Louis,Saint John Sea Dogs [QMJHL],Ryan Tesink,L,6
0,0,0,0,0,163,Carolina,Plymouth Whalers [OHL],Matt Mahalak,G,6
1,0,49,0,1,164,Calgary,Edmonton Oil Kings [WHL],Laurent Brossoit,G,6
0,0,0,0,0,165,Dallas,Saskatoon Blades [WHL],Matej Stransky,R,6
0,0,0,0,0,166,San Jose,Yaroslavl Lokomotiv [KHL],Daniil Sobchenko,F,6
0,0,7,0,0,167,Buffalo,Kootenay Ice [WHL],Nathan Lieuwen,G,6
0,0,0,0,0,168,Montreal,Sparta Jrs. (Czech Rep),Daniel Pribyl,C,6
0,0,0,0,0,169,Chicago,Camrose Kodiaks [AJHL],Sam Jardine,D,6
0,0,8,0,0,170,Nashville,Western Michigan University [CCHA],Chase Balisy,C,6
4,6,71,78,10,171,Ottawa,Sioux City Musketeers [USHL],Max McCormick,L,6
0,0,0,0,0,172,NY Rangers,Trencin Jr. (Slovakia),Peter Ceresnak,D,6
0,0,0,0,0,173,Toronto,Brown University [ECAC],Dennis Robertson,D,6
16,20,121,44,36,174,Pittsburgh,Brainerd H.S. (Minn.),Josh Archibald,R,6
0,0,0,0,0,175,Detroit,Swift Current Broncos [WHL],Richard Nedomlel,D,6
0,0,0,0,0,176,Philadelphia,Hotchkiss School (Conn.),Petr Placek,R,6
16,5,61,8,21,177,Washington,U.S. National Development Team [USHL],Travis Boyd,C,6
0,0,1,0,0,178,Tampa Bay,Green Bay Gamblers [USHL],Adam Wilcox,G,6
47,7,210,94,54,179,San Jose,Mississauga St. Michael's Majors [OHL],Dylan DeMelo,D,6
0,0,0,0,0,180,Vancouver,Malmo Redhawks [Swe-1],Pathrik Westerholm,L,6
0,0,0,0,0,181,Boston,Blues Jrs (Finland),Lars Volden,G,6
0,0,0,0,0,182,Edmonton,Jokerit Jrs (Finland),Frans Tuohimaa,G,7
0,0,0,0,0,183,Colorado,Shawinigan Cataractes [QMJHL],Dillon Donnelly,D,7
13,10,134,18,23,184,Florida,KalPa Kuopio [SM-liiga],Iiro Pakarinen,R,7
0,0,0,0,0,185,NY Islanders,Niagara IceDogs [OHL],Mitchell Theoret,L,7
0,0,0,0,0,186,Ottawa,Brandon Wheat Kings [WHL],Jordan Fransoo,D,7
0,0,0,0,0,187,Winnipeg,Green Bay Gamblers [USHL],Aaron Harstad,D,7
1,0,45,0,1,188,Columbus,Modo Jr. [Sweden],Anton Forsberg,G,7
0,0,0,0,0,189,New Jersey,Benilde-St. Margaret's High (Minn.),Patrick Daly,D,7
0,0,37,0,0,190,Toronto,Guelph Storm [OHL],Garret Sparks,G,7
2,7,62,12,9,191,Minnesota,Ottawa 67's [OHL],Tyler Graovac,C,7
0,0,0,0,0,192,St. Louis,Jokerit Helsinki [SM-liiga],Teemu Eronen,D,7
0,0,12,0,0,193,Carolina,Lethbridge Hurricanes [WHL],Brody Sutter,R,7
0,0,6,2,0,194,San Jose,St. John's Prep [Mass H.S.],Colin Blackwell,C,7
25,3,150,34,28,195,Dallas,Ilves Tampere [SM-liiga],Jyrki Jokipakka,D,7
0,0,0,0,0,196,Phoenix,U.S. National Development Team [USHL],Zac Larraza,F,7
0,0,0,0,0,197,Buffalo,Waupaca H.S. (Wisc.),Brad Navin,F,7
0,0,0,0,0,198,Montreal,Avon Old Farms H.S. (Conn.),Colin Sullivan,D,7
0,0,2,2,0,199,Chicago,Green Bay Gamblers [USHL],Alex Broadhurst,C,7
0,0,0,0,0,200,Los Angeles,Frolunda Jr. [Sweden],Michael Schumacher,L,7
11,6,59,6,17,201,Tampa Bay,Pembroke Lumber Kings [CCHL],Matthew Peca,C,7
0,0,0,0,0,202,Nashville,Halifax Mooseheads [QMJHL],Brent Andrews,C,7
0,0,0,0,0,203,Toronto,Edina H.S. (Minn.),Max Everson,D,7
72,66,268,105,138,204,Ottawa,Lincoln Stars [USHL],Ryan Dzingel,C,7
17,4,121,26,21,205,Detroit,CSKA Moscow [KHL],Alexey Marchenko,D,7
0,0,0,0,0,206,Philadelphia,Peterborough Petes [OHL],Derek Mathers,R,7
0,0,0,0,0,207,Washington,Fargo Force [USHL],Garrett Haar,D,7
194,93,427,129,287,208,Tampa Bay,Drummondville Voltigeurs [QMJHL],Ondrej Palat,L,7
30,19,187,56,49,209,Pittsburgh,Georgetown Raiders [OJHL],Scott Wilson,L,7
0,0,0,0,0,210,Vancouver,Frolunda HC [SEL],Henrik Tommernes,D,7
0,0,0,0,0,211,Chicago,Sodertalje Jr. [Sweden],Johan Mattsson,G,7
